-1,1,1,1,8,127
-1,1,1,1,8,0
-1,1,1,1,8,1
-1,1,1,1,7,127
-1,1,1,1,7,0
-1,1,1,1,7,1
-1,1,1,1,6,127
-1,1,1,1,6,0
-1,1,1,1,6,1
-1,1,1,1,5,127
-1,1,1,1,5,0
-1,1,1,1,5,1
-1,1,1,1,4,127
-1,1,1,1,4,0
-1,1,1,1,4,1
-1,1,1,1,3,127
-1,1,1,1,3,0
-1,1,1,1,3,1
-1,1,1,1,2,2
-1,1,1,1,2,127
-1,1,1,1,2,0
-1,1,1,1,2,1
-1,1,1,1,1,127
-1,1,1,1,1,0
-1,1,1,1,8,255
-1,1,1,1,8,128
-1,1,1,1,8,129
-1,1,1,1,8,191
-1,1,1,1,7,255
-1,1,1,1,7,254
-1,1,1,1,7,128
-1,1,1,1,7,129
-1,1,1,1,7,191
-1,1,1,1,6,255
-1,1,1,1,6,128
-1,1,1,1,6,129
-1,1,1,1,4,255
-1,1,1,1,4,128
-1,1,1,1,4,129
-1,1,1,1,3,255
-1,1,1,1,3,254
-1,1,1,1,3,128
-1,1,1,1,3,129
-1,1,1,1,3,253
-1,1,1,1,3,191
-1,1,1,1,2,192
-1,1,1,1,2,254
-1,1,1,1,2,255
-1,1,1,1,2,128
-1,1,1,1,2,129
-1,1,1,1,1,255
-1,1,1,1,1,254
-1,1,1,1,1,128
-1,1,1,1,1,129
-1,1,1,1,8,256
-1,1,1,1,8,383
-1,1,1,1,8,382
-1,1,1,1,7,256
-1,1,1,1,7,383
-1,1,1,1,7,382
-1,1,1,1,7,380
-1,1,1,1,6,381
-1,1,1,1,6,256
-1,1,1,1,6,383
-1,1,1,1,6,382
-1,1,1,1,5,383
-1,1,1,1,5,382
-1,1,1,1,4,256
-1,1,1,1,4,383
-1,1,1,1,4,382
-1,1,1,1,3,256
-1,1,1,1,3,383
-1,1,1,1,3,382
-1,1,1,1,2,256
-1,1,1,1,2,383
-1,1,1,1,2,382
-1,1,1,1,1,383
-1,1,1,2,8,0
-1,1,1,2,8,1
-1,1,1,2,7,127
-1,1,1,2,7,0
-1,1,1,2,7,1
-1,1,1,2,6,127
-1,1,1,2,6,0
-1,1,1,2,6,1
-1,1,1,2,5,127
-1,1,1,2,5,0
-1,1,1,2,5,119
-1,1,1,2,5,117
-1,1,1,2,4,127
-1,1,1,2,4,0
-1,1,1,2,4,1
-1,1,1,2,3,127
-1,1,1,2,3,0
-1,1,1,2,2,3
-1,1,1,2,2,127
-1,1,1,2,2,0
-1,1,1,2,2,1
-1,1,1,2,1,127
-1,1,1,2,1,2
-1,1,1,2,1,101
-1,1,1,2,1,100
-1,1,1,2,8,255
-1,1,1,2,8,128
-1,1,1,2,8,247
-1,1,1,2,8,226
-1,1,1,2,8,225
-1,1,1,2,8,191
-1,1,1,2,7,255
-1,1,1,2,7,128
-1,1,1,2,6,255
-1,1,1,2,6,128
-1,1,1,2,5,129
-1,1,1,2,5,144
-1,1,1,2,4,255
-1,1,1,2,4,128
-1,1,1,2,3,255
-1,1,1,2,3,254
-1,1,1,2,3,128
-1,1,1,2,3,129
-1,1,1,2,2,255
-1,1,1,2,2,128
-1,1,1,2,1,255
-1,1,1,2,1,128
-1,1,1,2,8,256
-1,1,1,2,8,383
-1,1,1,2,8,382
-1,1,1,2,7,256
-1,1,1,2,7,378
-1,1,1,2,6,256
-1,1,1,2,6,383
-1,1,1,2,6,382
-1,1,1,2,5,383
-1,1,1,2,4,256
-1,1,1,2,4,383
-1,1,1,2,4,382
-1,1,1,2,3,256
-1,1,1,2,3,383
-1,1,1,2,3,382
-1,1,1,2,2,256
-1,1,1,2,1,256
-1,1,1,2,1,383
-1,1,1,2,1,382
-1,1,2,1,8,0
-1,1,2,1,7,0
-1,1,2,1,7,1
-1,1,2,1,6,0
-1,1,2,1,6,1
-1,1,2,1,5,0
-1,1,2,1,5,1
-1,1,2,1,4,127
-1,1,2,1,4,0
-1,1,2,1,4,1
-1,1,2,1,3,126
-1,1,2,1,3,0
-1,1,2,1,3,1
-1,1,2,1,3,125
-1,1,2,1,3,2
-1,1,2,1,2,127
-1,1,2,1,2,0
-1,1,2,1,1,127
-1,1,2,1,1,0
-1,1,2,1,8,255
-1,1,2,1,7,255
-1,1,2,1,7,128
-1,1,2,1,6,255
-1,1,2,1,6,128
-1,1,2,1,4,255
-1,1,2,1,4,128
-1,1,2,1,4,129
-1,1,2,1,3,254
-1,1,2,1,3,128
-1,1,2,1,2,255
-1,1,2,1,1,255
-1,1,2,1,1,128
-1,1,2,1,7,383
-1,1,2,1,6,256
-1,1,2,1,6,383
-1,1,2,1,5,383
-1,1,2,1,4,256
-1,1,2,1,4,383
-1,1,2,1,4,382
-1,1,2,1,3,256
-1,1,2,1,3,383
-1,1,2,1,2,383
-1,1,2,1,1,287
-1,1,2,1,1,383
-1,1,2,2,6,0
-1,1,2,2,6,1
-1,1,2,2,6,2
-1,1,2,2,5,0
-1,1,2,2,4,0
-1,1,2,2,3,0
-1,1,2,2,3,1
-1,1,2,2,2,127
-1,1,2,2,1,127
-1,1,2,2,1,126
-1,1,2,2,7,255
-1,1,2,2,7,128
-1,1,2,2,6,255
-1,1,2,2,3,255
-1,1,2,2,3,128
-1,1,2,2,7,377
-1,1,2,2,7,374
-1,1,2,2,6,383
-1,1,2,2,5,383
-1,1,2,2,4,383
-1,1,2,2,3,383
-1,1,3,1,8,0
-1,1,3,1,7,0
-1,1,3,1,6,0
-1,1,3,1,4,110
-1,1,3,1,4,111
-1,1,3,1,4,0
-1,1,3,1,3,127
-1,1,3,1,3,0
-1,1,3,1,3,1
-1,1,3,1,3,120
-1,1,3,1,3,6
-1,1,3,1,2,0
-1,1,3,1,2,1
-1,1,3,1,7,255
-1,1,3,1,6,255
-1,1,3,1,6,128
-1,1,3,1,4,220
-1,1,3,1,3,255
-1,1,3,1,3,254
-1,1,3,1,3,128
-1,1,3,1,2,255
-1,1,3,1,2,128
-1,1,3,1,7,383
-1,1,3,1,6,383
-1,1,3,1,5,383
-1,1,3,1,4,256
-1,1,3,1,4,383
-1,1,3,1,3,304
-1,1,3,1,3,372
-1,1,3,1,3,378
-1,1,3,1,3,383
-1,1,3,1,2,256
-1,1,3,1,2,383
